rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),IQRunit,HR_IQR,HR_lci,HR_uci
pm25,0.00459354811905936,1.00460411463429,0.000223451047371719,0.0010520590847763,4.36624538063475,1.2640047634432e-05,3.68274558984908,1.01706076961052,1.00936650955383,1.02481368193797
ox,0.000600393685623269,1.00060057395799,0.000124921145956459,0.000642441098353238,0.934550555937737,0.350019970281927,4.74553756184658,1.00285325358874,0.996878565034209,1.00886375082105
