rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),IQRunit,HR_IQR,HR_lci,HR_uci
pm25,0.0129652240493003,1.013049636983,0.000306797843260321,0.000303493686880497,42.7199134933091,0,3.9702558181839,1.05282313514137,1.05033961944965,1.05531252307677
no2,0.00585239480821799,1.00586955352758,9.1101247409814e-05,9.012503698192e-05,64.9363928626408,0,14.5934157913371,1.08915964479178,1.08635556497468,1.09197096244507
ozone_summer,-0.000269459239639835,0.99973057706124,0.000138591774934981,0.000137348158353401,-1.96187005978274,0.0497776143906008,6.78145936529318,0.99817434166107,0.996353751810785,0.999998258188649
