rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),IQRunit,HR_IQR,HR_lci,HR_uci
pm25,0.00151833418192358,1.00151948743487,0.000264652352837926,0.000261673556063108,5.80239824293671,6.53730675767815e-09,3.68274558984908,1.00560730090222,1.00370969527796,1.00750849412469
ox,0.000840107531281347,1.00084046052046,0.00018628394548678,0.000184150522013951,4.56206977907834,5.06518065158512e-06,4.74553756184658,1.00399471955234,1.00227651847813,1.00571586613597
