rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),IQRunit,HR_IQR,HR_lci,HR_uci
pm25,0.00132847030238673,1.00132935310994,0.000256967734513112,0.0002538249755579,5.23380451221078,1.66056076642432e-07,3.73116092095763,1.00496904141755,1.0031053067979,1.00683623879103
ox,0.00105306645443649,1.0010536211236,0.000181036437730984,0.000178931381730554,5.88530890585904,3.9731120884482e-09,4.83457594837221,1.0051041115751,1.00340138897725,1.0068097236091
