rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.000889606015784401,1.00089000183258,7.65019491857497e-05,7.52992127822569e-05,11.8142804275641,3.29356683485081e-32,14.5586332391515,1.01303568096476,1.01086139134873,1.01521464732023
