rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.000480542157032565,1.00048065763591,0.000121144104042446,0.000120059041315195,4.00254867745432,6.26637697686324e-05,6.54535761096262,1.00315027197492,1.00160641192113,1.00469651170982
