rn,coef,IQRunit,HR_IQR,HR_lci,HR_uci
levelFALSE,0.0010293024,14.3051102019,1.0148332198,1.0129729459,1.01669691
levelTRUE,-0.0002790797,14.3051102019,0.9960156932,0.9946091217,0.9974242539
