rn,coef,IQRunit,HR_IQR
levelBlack,0.00212403677525541,13.8357546161894,1.02982372994275
levelHispanic,-0.000642273174048496,13.8357546161894,0.991153032738514
levelOthers,-0.00222894656709521,13.8357546161894,0.969631518244692
levelWhite,0.000832620375413903,13.8357546161894,1.01158654114504
