rn,coef,IQRunit,HR_IQR
levelBlack,0.00560609537920405,4.74553756184658,1.02696098013394
levelHispanic,0.0018211446058061,4.74553756184658,1.00867976270913
levelOthers,-0.00501946757625739,4.74553756184658,0.976461386771822
levelWhite,0.0017638406623466,4.74553756184658,1.00840550162825
