rn,coef,IQRunit,HR_IQR,HR_lci,HR_uci
levelBlack,0.00243592335881115,6.51409945013059,1.01599440983698,1.01407759145613,1.01791485140478
levelHispanic,0.000850722430994964,6.51409945013059,1.00555707409074,1.00491804534725,1.00642395850764
levelOthers,0.00496241613662809,6.51409945013059,1.032853822342,1.02944104985523,1.03627790875107
levelWhite,0.000472756725929685,6.51409945013059,1.00308433111971,1.00222032329464,1.00394908380048
