rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|)
get(pollutants_i),0.0205812925190251,1.02079454783054,0.000285227767891905,0.000281888330141483,73.0122190893647,0
as.factor(entry_age_over85)TRUE,-0.0101029062398861,0.98994795668546,0.00462421856409675,0.00465319233951459,-2.17117744179473,0.029917761875065
mean_bmi,0.0152246128943611,1.01534109770789,0.000679663331840434,0.000673447453194734,22.6069796865929,3.70007469982714e-113
smoke_rate,0.211942369874567,1.23607664777356,0.00881511246300812,0.00875109950486987,24.2189418320091,1.40534272781582e-129
hispanic,0.0470150700300713,1.04813780442887,0.00451883032528038,0.00446842847323918,10.5216118623445,6.86883100117584e-26
pct_blk,0.132354359219204,1.14151275317349,0.00367915994919108,0.00362053220776204,36.5566031799,1.40049962970165e-292
medhouseholdincome,9.44363245528593e-07,1.00000094436369,5.38207203644239e-08,5.3518943180593e-08,17.6454015981212,1.10386730038191e-69
medianhousevalue,9.82835144098726e-08,1.00000009828352,7.38072162650637e-09,7.31124775401805e-09,13.4427826434768,3.39428546915257e-41
poverty,-0.0645866372632328,0.937454892217407,0.0121144538242122,0.0120347698555763,-5.36666991046005,8.02036445722987e-08
education,0.318707166831344,1.37534851826674,0.00636491512349116,0.00631344135353093,50.4807360969782,0
popdensity,6.65747906759328e-07,1.00000066574813,7.25609372497765e-08,7.3099951093779e-08,9.10736459871564,8.44073422059058e-20
pct_owner_occ,0.0160753298285034,1.01620523308883,0.00523292101917537,0.00519835912771465,3.09238539192089,0.0019855488726892
summer_tmmx,-0.00623490500611257,0.993784491681001,0.00033450537760309,0.000332547012241064,-18.7489430865579,1.97476672125839e-78
winter_tmmx,0.0123452645838755,1.01242178191406,0.000173317028764938,0.000172539822991633,71.5502332726639,0
summer_rmax,-0.00187325559426548,0.998128497853939,0.000104818565740621,0.000104793074842399,-17.8757575067124,1.82183859268983e-71
winter_rmax,-0.000708484801068141,0.999291766115028,9.79053479707378e-05,9.69405238580812e-05,-7.30844824095801,2.70245001180997e-13
as.factor(year)2002,-0.0393246464201363,0.961438530898096,0.00299335611141483,0.00296245200964985,-13.2743572864778,3.26056596203687e-40
as.factor(year)2003,0.000952890262617372,1.00095334440678,0.00293222066380008,0.00290018777658066,0.328561574637362,0.742487095894251
as.factor(year)2004,-0.0267606902823017,0.973594204202269,0.00300601169978889,0.00296832930619296,-9.01540480244888,1.96144715646028e-19
as.factor(year)2005,-0.0304432928917244,0.970015437278033,0.0029569802932152,0.00292250897282153,-10.4168347043031,2.07752582678295e-25
as.factor(year)2006,-0.0521530978105954,0.949183537796904,0.00310151954945824,0.00306425594394781,-17.0198243112174,5.85460332855541e-65
as.factor(year)2007,-0.0692367955336323,0.933105698653679,0.00320686466538643,0.00317179918750702,-21.8288710730301,1.23431487157144e-105
as.factor(year)2008,-0.0732473812550528,0.929370892648034,0.00323448723315222,0.00320184213623741,-22.8766373039017,7.93905558389569e-116
as.factor(year)2009,-0.0820245577660746,0.921249334592896,0.003362727629308,0.00332390181033898,-24.6771903763636,1.87992874789497e-134
as.factor(year)2010,-0.0207751322626778,0.979439184081569,0.00334651906398709,0.00331248754253168,-6.27176162806023,3.56985823954523e-10
as.factor(year)2011,-0.0381469563030068,0.962571474551489,0.00338249766822911,0.00335233496674126,-11.3792197621853,5.30724191769441e-30
as.factor(year)2012,-0.0970951559172964,0.907469650917681,0.00343242073721246,0.00339932928185852,-28.5630334299981,1.93511276368016e-179
as.factor(year)2013,-0.120834962236078,0.886180200723648,0.00348780356244909,0.00346050744670239,-34.9182783441848,3.92559649026782e-267
as.factor(year)2014,-0.116055659299261,0.890425661449836,0.00352932419252042,0.00350429764037335,-33.1180941830319,1.63159873829239e-240
as.factor(year)2015,-0.0720161785054017,0.930515841333861,0.00354252058865652,0.00351969824826709,-20.4608956295781,4.80476069548932e-93
as.factor(year)2016,-0.165323023715475,0.847619858544977,0.0036667262413902,0.00364361413505745,-45.3733621584131,0
as.factor(region)NORTHEAST,0.0584034892493442,1.06014266559272,0.00179504849841485,0.0017979593105581,32.4832096624119,1.84087559133388e-231
as.factor(region)SOUTH,-0.00530314678576552,0.994710890073014,0.00204945817330123,0.00203785768608145,-2.60231458849456,0.00925968695336089
as.factor(region)WEST,-0.172941146790817,0.841187119949374,0.00320222309485626,0.00319330693607475,-54.157383005405,0
get(pollutants_i):as.factor(entry_age_over85)TRUE,0.000762779133814182,1.0007630701238,0.000374898559083402,0.000376544753103166,2.02573300392051,0.0427921526614561
