"","pm25","no2","ozone_summer","ox","summer_tmmx","winter_tmmx","summer_rmax","winter_rmax","mean_bmi","smoke_rate","hispanic","pct_blk","medhouseholdincome","medianhousevalue","poverty","education","popdensity","pct_owner_occ"
"mean",10.2777235457533,19.5192450887683,44.8854535068569,32.1727495010466,303.099606499634,281.968704155734,88.0524723230381,84.7495617117014,27.4816141426328,0.464402316699245,0.115377681109643,0.129817755216322,53021.6743794429,197671.159408834,0.098173404550026,0.256435948385162,3459.65271169898,0.671545384323242
"sd",2.83811067208805,9.90776212054749,5.75011240187109,3.82723614892837,3.42591086958423,7.28446341847868,10.7523055844889,7.54482122584649,0.954004002885195,0.0678673264275081,0.168636734620928,0.193856828110363,22359.6938701409,155719.026569443,0.0674833831762537,0.143522752066649,9293.53657799535,0.163110873580704
"quantile0",0.00783037998061518,0.0108124818601045,19.6975475458955,18.4062840291884,287.996203878652,260.387595943092,22.357636368793,35.7923885769314,20.7,0,0,0,0,0,0,0,0,0
"quantile25",8.36206247890457,11.732274227373,41.7981067772604,29.5884213949487,300.678037255601,276.250342503613,85.1262112993797,80.8022237380603,26.8532857142857,0.421875,0.0202470830473576,0.0140005768763151,37592,98200,0.053978711171383,0.148340944564141,189.8522,0.588964836868438
"quantile50",10.1562576341303,17.6477739190354,44.8726992662401,31.885379175215,302.92391854619,280.835365116197,90.4096157239831,85.8071787443047,27.4245688987104,0.464891041162228,0.0489733886502347,0.047068070382739,47658.6363636364,148166.666666667,0.0808926080892608,0.232417138237672,1012.771,0.69941101204192
"quantile75",12.1720891444265,25.8092426478285,48.3577546170617,34.4027235147075,305.42499332852,287.47667066786,94.8095089552708,89.9894106547038,28.0501965601966,0.505154639175258,0.128759782388135,0.153233292079208,63102.75,237600,0.122955097683663,0.340731720514546,3291.69350097466,0.785713170559824
"quantile1",29.5275661737535,127.626410809231,80.7600331096028,69.6002767392648,317.073376862899,300.643172761743,100,100,43.065,1,1,1,250001,2000001,1,1,153843.502534113,1
