rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),IQRunit,HR_IQR,HR_lci,HR_uci
pm25,0.0175431639335764,1.0176979490494,0.000276767556158445,0.000275428255902603,63.6941328916522,0,3.87405461435122,1.07032589320239,1.06808978775941,1.07256668005662
ox,0.0063917840255903,1.00641225506936,0.00020034060018633,0.000199139049384081,32.0970901757316,4.8409311714171e-226,4.82409019799423,1.03131485116278,1.02937481248174,1.03325854618944
