rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|)
get(pollutants_i),0.0208332626549966,1.02105178997886,0.000257001080141209,0.000256026875131893,81.3713897975137,0
mean_bmi,0.0152367251084445,1.01535339581112,0.000679638883589332,0.000673422626403399,22.6257991802569,2.41547297228078e-113
smoke_rate,0.211890536306415,1.23601257917086,0.00881510526212739,0.00875106650309379,24.2131100513868,1.61889491790313e-129
hispanic,0.0470510268388445,1.04817549279704,0.00451879908429993,0.00446841232584637,10.5296967709739,6.30372130740182e-26
pct_blk,0.132309493328058,1.14146153933545,0.00367909566132113,0.00362052690699226,36.5442646131235,2.19931531977335e-292
medhouseholdincome,9.44641941794462e-07,1.00000094464239,5.38204484855343e-08,5.35183845780382e-08,17.6507932599689,1.00336925284746e-69
medianhousevalue,9.81160746194827e-08,1.00000009811608,7.38027796142897e-09,7.31055412996939e-09,13.4211542483844,4.54577412343976e-41
poverty,-0.0645313580755218,0.937506715394723,0.0121144729594739,0.012034855328197,-5.36203853853799,8.22879778693172e-08
education,0.318567483096144,1.37515641786547,0.00636450075727885,0.00631306961754888,50.4615824622938,0
popdensity,6.67477072218343e-07,1.0000006674773,7.2555679606004e-08,7.30950138037756e-08,9.13163617439342,6.7471730837037e-20
pct_owner_occ,0.016049257103238,1.01617873819437,0.00523290057672799,0.00519833961091364,3.08738141493168,0.00201928320611411
summer_tmmx,-0.00623361808230464,0.993785770606747,0.00033450545953357,0.000332548307919269,-18.7450001514305,2.126712823121e-78
winter_tmmx,0.0123454361655413,1.01242195562709,0.000173316699713301,0.000172538424778077,71.5518075548696,0
summer_rmax,-0.00187319424928658,0.998128559084112,0.000104818606448781,0.000104793417671397,-17.8751136370072,1.84299406088997e-71
winter_rmax,-0.000709854907068438,0.999290396980321,9.79033535273557e-05,9.69395293043782e-05,-7.32265683733187,2.43108922192181e-13
as.factor(year)2002,-0.0393488766349258,0.961415235318215,0.00299333327456135,0.00296242456255328,-13.2826594581742,2.9184189002688e-40
as.factor(year)2003,0.000915927427641821,1.00091634701726,0.00293216873025685,0.00290013176152781,0.315822694607263,0.752137091291673
as.factor(year)2004,-0.0268125351465283,0.973543729651375,0.00300591127757967,0.00296824128332096,-9.03313867952461,1.66817068544024e-19
as.factor(year)2005,-0.0305175181762472,0.969943440278242,0.00295676954847852,0.00292232767558062,-10.4428803214834,1.57944310446927e-25
as.factor(year)2006,-0.0522201161760714,0.949119927199227,0.00310134857630064,0.00306410952684624,-17.0425096487394,3.97310344800339e-65
as.factor(year)2007,-0.0693137948061854,0.933033852959736,0.00320663244307627,0.00317162529590831,-21.8543454346914,7.06772494248469e-106
as.factor(year)2008,-0.0732933190944597,0.929328200337822,0.0032343934259297,0.00320176235591947,-22.8915550084327,5.63933823522059e-116
as.factor(year)2009,-0.0820665924987165,0.921210610937295,0.00336265698298444,0.00332385459840673,-24.690187271746,1.36328568557097e-134
as.factor(year)2010,-0.0208348167910833,0.979380728460231,0.00334639187207543,0.00331238555280162,-6.28997333159515,3.17520514072264e-10
as.factor(year)2011,-0.0382015782129724,0.962518898494986,0.00338239340929324,0.00335225450221778,-11.3957869808808,4.38846623135425e-30
as.factor(year)2012,-0.097165998128116,0.907405366038427,0.00343225974005393,0.00339922644682564,-28.5847382185598,1.0399968637176e-179
as.factor(year)2013,-0.120907035515993,0.886116333111589,0.00348763714582493,0.00346040552844114,-34.9401347680946,1.82844531851424e-267
as.factor(year)2014,-0.116135879419881,0.890354234260859,0.00352912350202187,0.00350416208364966,-33.1422681507138,7.31940599762752e-241
as.factor(year)2015,-0.0721104592783585,0.930428115716576,0.00354224423582878,0.00351950481532325,-20.4888082449564,2.70944477797117e-93
as.factor(year)2016,-0.165437151326025,0.847523127235829,0.00366634290402418,0.00364332226787025,-45.4083221747861,0
as.factor(region)NORTHEAST,0.0584092730204438,1.06014879723297,0.00179505035080677,0.00179796076109475,32.486400306578,1.65946595286275e-231
as.factor(region)SOUTH,-0.00530818772584518,0.994705875807659,0.00204945113483786,0.00203786562918925,-2.60477808242784,0.00919337837555964
as.factor(region)WEST,-0.17294993988721,0.841179723342463,0.00320220972517855,0.00319329974625418,-54.1602585507625,0
