rn,coef,IQRunit,HR_IQR,HR_lci,HR_uci
levelFALSE,0.0179594930047725,3.87405461435122,1.07205359501269,1.07070068936867,1.07340821014818
levelTRUE,0.00175052298882204,3.87405461435122,1.00680466892838,1.00559123169231,1.00801957040746
