rn,coef,IQRunit,HR_IQR,HR_lci,HR_uci
levelFALSE,0.0103183769542146,4.82409019799423,1.05103645901228,1.0497137596892,1.05236082501209
levelTRUE,-0.00206784247758898,4.82409019799423,0.99007413122944,0.988999135674861,0.991150295253638
