rn,coef,IQRunit,HR_IQR,HR_lci,HR_uci
levelFALSE,0.00717918403071833,13.9170584557169,1.10507490921838,1.10373703150505,1.10641440861942
levelTRUE,0.000999012770410352,13.9170584557169,1.01400041975027,1.01247955775116,1.01552356626091
