rn,coef,IQRunit,HR_IQR,HR_lci,HR_uci
levelFALSE,0.00602021328729129,13.9170584557169,1.08739362187991,1.08532053081987,1.08947067279
levelTRUE,0.00154495977595417,13.9170584557169,1.02173411400705,1.0203045939313,1.02316563694318
