rn,coef,IQRunit,HR_IQR,HR_lci,HR_uci
levelBlack,0.00243498749129463,6.51409945013059,1.01598821601451,1.01344446471958,1.01853835213948
levelHispanic,0.00251894225010296,6.51409945013059,1.01654400141532,1.01540107617643,1.01811128751522
levelOthers,0.00621873651892193,6.51409945013059,1.04134116921817,1.03711990334692,1.04557961640616
levelWhite,0.000579919042475496,6.51409945013059,1.00378479463007,1.0022395628119,1.00533240885407
