rn,coef,IQRunit,HR_IQR,HR_lci,HR_uci
level0,0.0200435232330383,3.87405461435122,1.08074401169238,1.07953629725339,1.0819530772431
level1,0.00175702182592905,3.87405461435122,1.00683001741749,1.00546411278534,1.00819777760614
