rn,coef,IQRunit,HR_IQR,HR_lci,HR_uci
levelFALSE,0.010451935765947,4.82409019799423,1.05171385974595,1.05067195239682,1.05275680031095
levelTRUE,0.00166210575791252,4.82409019799423,1.0080503795321,1.00675587157502,1.00934655199484
