rn,coef,IQRunit,HR_IQR,HR_lci,HR_uci
level1,0.00338282393618988,6.51409945013059,1.02228063860013,1.021133744048,1.02342882129606
level2,-0.00070435364386421,6.51409945013059,0.995422280161618,0.994509519112121,0.996335878943402
