rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.000135854804061792,1.00013586403274,4.44772877026346e-05,0.000249329631177418,0.544880299305941,0.585835846591806,14.305110201878,1.00194530760415,0.994965553731945,1.00897402494441
