rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.000945199512365879,1.0009456463542,0.000127532040757619,0.00053798812549501,1.75691519491474,0.0789322652674671,4.81376550783741,1.00456033563569,0.999474292897087,1.00967225981108
