rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.00152643622795848,1.00152760182473,5.12812035499476e-05,5.11172646532523e-05,29.8614614516813,6.23238950103031e-196,6.70513002571168,1.01028750967049,1.00960905315201,1.01096642211123
