rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),IQRunit,HR_IQR,HR_lci,HR_uci
pm25,0.00744493394246082,1.00747271636647,0.000110175416194039,0.000109778588328346,67.8177234361326,0,3.93270834153424,1.02971159050962,1.02884063229457,1.03058328602858
ox,0.00288815045911749,1.00289232518376,8.23628695793019e-05,8.21078011542139e-05,35.1751041742429,4.8049510593116e-271,4.89808128468782,1.01424692947104,1.0134477597392,1.0150467294004
