rn,coef,IQRunit,HR_IQR,HR_lci,HR_uci
levelFALSE,0.0181369245650056,3.87405461435122,1.07279075606109,1.07143431087834,1.07414891851527
levelTRUE,0.00169514590610435,3.87405461435122,1.0065886984211,1.00537390270691,1.00780496197588
