rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.00749293525159827,1.00752107753647,0.000122166784358912,0.000121761899137515,61.5376017019569,0,3.70097855757737,1.02811928130488,1.02721161168574,1.02902775296338
