rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.00340684745949522,1.00341265736024,8.80709370695581e-05,8.7801665860219e-05,38.8016266675276,0,4.76668871675752,1.01637195677354,1.0155385784489,1.0172060189909
