rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.00170123817653528,1.00170268610317,5.98317591095211e-05,5.98184257262501e-05,28.4400359233916,6.47211613282562e-178,6.40478869225973,1.01095564941137,1.01019679767532,1.01171507119075
