rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),IQRunit,HR_IQR,HR_lci,HR_uci
pm25,0.00665099171230201,1.00667315867452,0.000131216263402249,0.000130774232560221,50.8585795694826,0,3.70097855757737,1.02492063232452,1.02394882743223,1.02589335953317
ox,0.00166174264524724,1.00166312410466,9.46699068966521e-05,9.44220095473806e-05,17.5991027220553,2.50257663128994e-69,4.76668871675752,1.00795246411112,1.00706368342367,1.008842029189
