rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.00194000394791971,1.00194188697307,0.000247618882544869,0.000244732216171127,7.92704768612553,2.24417130584473e-15,3.68274558984908,1.00717012410669,1.00539253960517,1.00895085146688
