rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),IQRunit,HR_IQR,HR_lci,HR_uci
pm25,0.00144420970389747,1.00144525307695,0.000269222707395221,0.000265722217656548,5.43503556696995,5.47855033711296e-08,3.81217639117799,1.00552076570645,1.00352634438025,1.00751915077157
ox,0.00107328009051138,1.0010738562617,0.000190401663505255,0.000188086266931637,5.70631821249064,1.15446080062161e-08,4.81376550783741,1.00517988815221,1.00339768753773,1.00696525425041
