rn,HR,HR_lci_bootstrap,HR_uci_bootstrap
levelBlack,1.01231490984122,1.00537534474606,1.01930237502062
levelHispanic,1.00722632578262,1.00035098986675,1.01414891535688
levelOthers,0.986384925610029,0.979623114306441,0.993193410059073
levelWhite,1.01180359388959,1.00486753393922,1.01878752973008
