rn,HR,HR_lci_bootstrap,HR_uci_bootstrap
levelBlack,1.01440617360524,1.00887979003037,1.01996282928558
levelHispanic,1.00676399294648,1.00129934433957,1.01225846518663
levelOthers,0.998227671473084,0.992789426762878,1.00369570548677
levelWhite,1.00891402547278,1.0034175625727,1.01444059658058
