rn,HR,HR_lci_bootstrap,HR_uci_bootstrap
levelBlack,1.04786684155926,1.04031767336537,1.05547079103955
levelHispanic,1.0163039979118,1.00885859150498,1.02380435163932
levelOthers,0.976775870005512,0.969738863929978,0.983863940812336
levelWhite,1.01467601619285,1.00736596533072,1.02203911316281
