rn,HR,HR_lci_bootstrap,HR_uci_bootstrap
levelBlack,1.05860307950286,1.05078584275533,1.06647847195432
levelHispanic,1.05510378147453,1.04732821362332,1.06293707665001
levelOthers,1.04337028117834,1.03566553077544,1.05113235045205
levelWhite,1.04315536980546,1.03545220641201,1.05091584026331
