rn,HR,HR_lci_bootstrap,HR_uci_bootstrap
levelBlack,1.08462168789866,1.07694520270892,1.09235289121586
levelHispanic,1.08462090870929,1.07696909599647,1.09232708717689
levelOthers,1.05280859445095,1.04535726863559,1.0603130334536
levelWhite,1.10093995623619,1.09314797737099,1.10878747646988
