rn,HR,HR_lci_bootstrap,HR_uci_bootstrap
levelBlack,1.13710951744974,1.12630163170639,1.14802111465984
levelHispanic,1.11912219411176,1.10853594683354,1.12980953746337
levelOthers,1.04580634303698,1.03586626664878,1.05584180347406
levelWhite,1.10111825252723,1.09065245298849,1.11168448090532
