rn,HR,HR_lci_bootstrap,HR_uci_bootstrap
levelBlack,1.13366311715714,1.12414053924321,1.14326636068801
levelHispanic,1.11043181137603,1.10115092591541,1.11979091938807
levelOthers,1.04322275054727,1.0344598563741,1.05205987506762
levelWhite,1.09419772158701,1.08500664630251,1.10346665433457
