rn,HR,HR_lci_bootstrap,HR_uci_bootstrap
levelBlack,1.09874468397541,1.08890003717504,1.10867833533756
levelHispanic,1.0885288798734,1.07880743836078,1.09833792406812
levelOthers,1.03982692543122,1.03051017608655,1.04922790666448
levelWhite,1.09870239933906,1.08885813140497,1.10863566840963
