rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.000356857436252107,1.00035692111744,0.000118780248191389,0.000117761913857903,3.03032979476461,0.00244286831859856,6.27696093793253,1.00224249081762,1.00079151350235,1.00369557180299
