rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.0109007099445476,1.01096033915314,0.000191226613157898,0.00019018221222841,57.317189745673,0,4.9025729414317,1.05489530561146,1.05296927750542,1.05682485669234
