rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.00363679868775569,1.0036434198643,0.00024263991080825,0.000776289227259628,4.68485013065803,2.80164856028777e-06,3.68274558984908,1.01348349773808,1.00782053272396,1.0191782830731
