rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.00751061456558038,1.0075388899754,8.26705328730508e-05,8.22137910749815e-05,91.3546798824843,0,14.5934157913371,1.11583780927218,1.11321692261875,1.11846486637336
