rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.0205264731985552,1.02073859010088,0.000263345683123554,0.000261505260235909,78.4935384475168,0,3.9702558181839,1.08490817236235,1.08270267693359,1.08711816044655
