rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),IQRunit,HR_IQR,HR_lci,HR_uci
pm25,0.00965091649380896,1.00969763676525,0.000336109981134238,0.00111244715572756,8.67539320328174,4.12124001225673e-18,3.87405461435122,1.03809590819002,1.02936406891238,1.04690181748766
no2,0.00269739564297813,1.00270103688783,7.81742447777594e-05,0.000270154336447393,9.98464684465055,1.77933556705452e-23,4.82409019799423,1.0130975106177,1.01051298925513,1.01568864223738
