rn,HR,HR_lci_bootstrap,HR_uci_bootstrap
levelBlack,1.07306802727356,1.06372377118007,1.08249436776181
levelHispanic,1.08332640920451,1.07393974283286,1.092795118825
levelOthers,1.047122278069,1.03800395706904,1.05632069874228
levelWhite,1.10958888704903,1.09992660799909,1.11933604415879
