rn,HR,HR_lci_bootstrap,HR_uci_bootstrap
levelBlack,1.06216808909588,1.0527318561847,1.07168890431643
levelHispanic,1.03605090399297,1.02689091060321,1.04529260565187
levelOthers,1.04026296163139,1.03102133246215,1.04958742876625
levelWhite,1.04893737862366,1.03961868649241,1.0583395994796
