rn,HR,HR_lci_bootstrap,HR_uci_bootstrap
levelBlack,1.02379053370726,1.01472061201575,1.03294152547709
levelHispanic,1.01871267483947,1.00973229583888,1.02777292372965
levelOthers,1.03283165515609,1.02368163674475,1.04206345957777
levelWhite,1.02209163665978,1.01303676576496,1.03122744310372
