rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.0205264731986032,1.02073859010093,0.000263345683123597,0.000261505260236002,78.4935384476725,0,3.9702558181839,1.08490817236255,1.0827026769338,1.08711816044676
