rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.00723949704875595,1.00726576555952,8.16937948993276e-05,8.12800503083036e-05,89.0685601361687,0,14.6911061188925,1.1122179995671,1.10961798169873,1.11482410970598
