rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),IQRunit,HR_IQR,HR_lci,HR_uci
pm25,0.0166611086389933,1.01680067896424,0.000271196549526115,0.000269599422144194,61.7994968478907,0,3.8974381660296,1.06709034498434,1.06489497196626,1.06929024395364
ox,0.00503282340815508,1.00504550933697,0.000197226525493862,0.000195875228200747,25.6940270313155,1.36310746901037e-145,4.92694977455326,1.02510645748295,1.02316926839094,1.02704731429808
