rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.0029097132905961,1.00291395061512,0.000129904372663604,0.000129203396925884,22.5204085947155,2.61942119501861e-112,6.78145936529318,1.01992806718818,1.01817801963089,1.02168112273268
