rn,coef,exp(coef),se(coef),robust se,z,Pr(>|z|),V2,HR_IQR,HR_lci,HR_uci
get(pollutants_i),0.00100526749332437,1.00100577294405,0.000172641155922109,0.00017061433237739,5.8920459923658,3.81442969415795e-09,4.74553756184658,1.00478193176593,1.00318870978594,1.00637768403385
