rn,HR,HR_lci_bootstrap,HR_uci_bootstrap
levelBlack,1.02696098013394,1.02034602864434,1.03361881666644
levelHispanic,1.00840550162825,1.00190285483324,1.01495035253031
levelOthers,0.976461386771822,0.970171717709499,0.982791832055706
levelWhite,1.00867976270913,1.00218256580688,1.01521908124573
