rn,coef,IQRunit,HR_IQR
levelBlack,-0.000374625253266933,6.27696093793253,0.997651254548136
levelHispanic,0.000314429164222222,6.27696093793253,1.00197560852962
levelOthers,-0.000933417482857555,6.27696093793253,0.994158105536193
levelWhite,0.000848160584870476,6.27696093793253,1.00533806784392
